Name,Release Year,Certificate,Duration,Poster,Trailer,Genre,Rating,Rating Count,Country,Director,Writer,Stars,Story,Budget,Gross US & Canada,Opening weekend US & Canada,Gross worldwide,Cost,Income
War Horse,2012,6+,146.0,https://m.media-amazon.com/images/M/MV5BMjExNzkxOTYyNl5BMl5BanBnXkFtZTcwODA0MjU4Ng@@._V1_.jpg,https://www.imdb.com/video/vi3969097241/,"['Action', 'Adventure', 'Drama']",7.2,163632,"['United States', 'India']",['Steven Spielberg'],"['Lee Hall', 'Richard Curtis', 'Michael Morpurgo']","['Jeremy Irvine', 'Emily Watson', 'David Thewlis']",Young Albert enlists to serve in World War I after his beloved horse is sold to the cavalry. Albert&apos;s hopeful journey takes him out of England and to the front lines as the war rages on.,"$66,000,000 (estimated)","$79,884,879","$7,515,402","$177,584,879","$66,000,000 (estimated)","$177,584,879"
The Next Three Days,2010,6+,133.0,https://m.media-amazon.com/images/M/MV5BNzE4MzZlYTUtZjdlMS00ODBjLWE0YTEtYjFmOGZjZTQxYjYzXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,https://www.imdb.com/video/vi2143750425/,"['Action', 'Crime', 'Drama']",7.3,203754,"['United States', 'France']",['Paul Haggis'],"['Paul Haggis', 'Fred Cavayé', 'Guillaume Lemans']","['Russell Crowe', 'Elizabeth Banks', 'Liam Neeson']",A married couple&apos;s life is turned upside down when the wife is accused of a murder.,"$30,000,000 (estimated)","$21,148,651","$6,542,779","$67,448,651","$30,000,000 (estimated)","$67,448,651"
Frozen,2013,0+,102.0,https://m.media-amazon.com/images/M/MV5BMTQ1MjQwMTE5OF5BMl5BanBnXkFtZTgwNjk3MTcyMDE@._V1_.jpg,https://www.imdb.com/video/vi2482677785/,"['Animation', 'Adventure', 'Comedy']",7.4,651516,['United States'],"['Chris Buck', 'Jennifer Lee']","['Jennifer Lee', 'Hans Christian Andersen', 'Chris Buck']","['Kristen Bell', 'Idina Menzel', 'Jonathan Groff']","When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather co...","$150,000,000 (estimated)","$400,953,009","$243,390","$1,334,291,571","$150,000,000 (estimated)","$1,334,291,571"
The Last Airbender,2010,GP,103.0,https://m.media-amazon.com/images/M/MV5BMTM1NjE0NDA0MV5BMl5BanBnXkFtZTcwODE4NDg1Mw@@._V1_.jpg,https://www.imdb.com/video/vi105187097/,"['Action', 'Adventure', 'Family']",4.0,169694,['United States'],['M. Night Shyamalan'],['M. Night Shyamalan'],"['Noah Ringer', 'Nicola Peltz Beckham', 'Jackson Rathbone']","Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom.","$150,000,000 (estimated)","$131,772,187","$40,325,019","$319,713,881","$150,000,000 (estimated)","$319,713,881"
The Town,2010,R,125.0,https://m.media-amazon.com/images/M/MV5BMTcyNzcxODg3Nl5BMl5BanBnXkFtZTcwMTUyNjQ3Mw@@._V1_.jpg,https://www.imdb.com/video/vi897975833/,"['Crime', 'Drama', 'Thriller']",7.5,408672,['United States'],['Ben Affleck'],"['Peter Craig', 'Ben Affleck', 'Aaron Stockard']","['Ben Affleck', 'Rebecca Hall', 'Jon Hamm']","A proficient group of thieves rob a bank and hold Claire, the assistant manager, hostage. Things begin to get complicated when one of the crew members falls in love with Claire.","$37,000,000 (estimated)","$92,186,262","$23,808,032","$154,026,136","$37,000,000 (estimated)","$154,026,136"
Intouchables,2012,6+,112.0,https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_.jpg,https://www.imdb.com/video/vi59285529/,"['Biography', 'Comedy', 'Drama']",8.5,906658,['France'],"['Olivier Nakache', 'Éric Toledano']","['Olivier Nakache', 'Éric Toledano', 'Philippe Pozzo di Borgo']","['François Cluzet', 'Omar Sy', 'Anne Le Ny']","After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.","€9,500,000 (estimated)","$10,198,820","$103,507","$426,588,510","€9,500,000 (estimated)","$426,588,510"
The Change-Up,2011,R,112.0,https://m.media-amazon.com/images/M/MV5BMTk3NTM4NDg3OF5BMl5BanBnXkFtZTcwNDk3MzEwNQ@@._V1_.jpg,https://www.imdb.com/video/vi1232313625/,"['Comedy', 'Fantasy']",6.3,192751,['United States'],['David Dobkin'],"['Jon Lucas', 'Scott Moore']","['Jason Bateman', 'Ryan Reynolds', 'Olivia Wilde']","Dave is a married man with three kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain, lightning strikes and they switch bodies.","$52,000,000 (estimated)","$37,081,475","$13,531,115","$75,450,437","$52,000,000 (estimated)","$75,450,437"
Brothers,2010,6+,105.0,https://m.media-amazon.com/images/M/MV5BMTkyMTY5MTcxOV5BMl5BanBnXkFtZTcwMTI3MDE3Mg@@._V1_.jpg,https://www.imdb.com/video/vi596444185/,"['Drama', 'Thriller', 'War']",7.1,141427,['United States'],['Jim Sheridan'],"['David Benioff', 'Susanne Bier', 'Anders Thomas Jensen']","['Jake Gyllenhaal', 'Natalie Portman', 'Tobey Maguire']","While on tour in Afghanistan, Sam&apos;s copter is shot down and he is presumed dead. Back home, it is his screw-up brother who looks after the family. Sam does return, but with a lot of excess baggage.","$26,000,000 (estimated)","$28,544,157","$9,527,848","$43,474,578","$26,000,000 (estimated)","$43,474,578"
The Hangover,2009,12+,100.0,https://m.media-amazon.com/images/M/MV5BNGQwZjg5YmYtY2VkNC00NzliLTljYTctNzI5NmU3MjE2ODQzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,https://www.imdb.com/video/vi2650997529/,['Comedy'],7.7,827100,"['United States', 'Germany']",['Todd Phillips'],"['Jon Lucas', 'Scott Moore']","['Zach Galifianakis', 'Bradley Cooper', 'Justin Bartha']","Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.","$35,000,000 (estimated)","$277,339,746","$44,979,319","$469,328,079","$35,000,000 (estimated)","$469,328,079"
Les Misérables,2013,12+,158.0,https://m.media-amazon.com/images/M/MV5BNWZhNGM1ZTItYTg4Zi00MTE2LTg5MjYtYjdmYmZkNTVmYTQwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,https://www.imdb.com/video/vi2712512281/,"['Drama', 'Musical', 'Romance']",7.5,341522,"['United Kingdom', 'United States']",['Tom Hooper'],"['William Nicholson', 'Alain Boublil', 'Claude-Michel Schönberg']","['Hugh Jackman', 'Russell Crowe', 'Anne Hathaway']","In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker&apos;s daughter. The decision changes their lives forever.","$61,000,000 (estimated)","$148,809,770","$27,281,735","$442,299,309","$61,000,000 (estimated)","$442,299,309"
Avatar,2009,GP,162.0,https://m.media-amazon.com/images/M/MV5BZDA0OGQxNTItMDZkMC00N2UyLTg3MzMtYTJmNjg3Nzk5MzRiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,https://www.imdb.com/video/vi531039513/,"['Action', 'Adventure', 'Fantasy']",7.9,1365853,['United States'],['James Cameron'],['James Cameron'],"['Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver']",A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,"$237,000,000 (estimated)","$785,221,649","$77,025,481","$2,923,706,026","$237,000,000 (estimated)","$2,923,706,026"
Insidious,2011,12+,103.0,https://m.media-amazon.com/images/M/MV5BMTYyOTAxMDA0OF5BMl5BanBnXkFtZTcwNzgwNTc1NA@@._V1_.jpg,https://www.imdb.com/video/vi1929288729/,"['Horror', 'Mystery', 'Thriller']",6.8,333182,"['United States', 'Canada']",['James Wan'],['Leigh Whannell'],"['Patrick Wilson', 'Rose Byrne', 'Ty Simpkins']",A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,"$1,500,000 (estimated)","$54,009,150","$13,271,464","$100,106,454","$1,500,000 (estimated)","$100,106,454"
2012,2009,PG-12,158.0,https://m.media-amazon.com/images/M/MV5BMTY0MjEyODQzMF5BMl5BanBnXkFtZTcwMTczMjQ4Mg@@._V1_.jpg,https://www.imdb.com/video/vi3444113945/,"['Action', 'Adventure', 'Sci-Fi']",5.8,392040,['United States'],['Roland Emmerich'],"['Roland Emmerich', 'Harald Kloser']","['John Cusack', 'Thandiwe Newton', 'Chiwetel Ejiofor']",A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,"$200,000,000 (estimated)","$166,112,167","$65,237,614","$791,217,826","$200,000,000 (estimated)","$791,217,826"
Captain America: The First Avenger,2011,6+,124.0,https://m.media-amazon.com/images/M/MV5BMTYzOTc2NzU3N15BMl5BanBnXkFtZTcwNjY3MDE3NQ@@._V1_.jpg,https://www.imdb.com/video/vi2912787481/,"['Action', 'Adventure', 'Sci-Fi']",6.9,881751,['United States'],['Joe Johnston'],"['Christopher Markus', 'Stephen McFeely', 'Joe Simon']","['Chris Evans', 'Hugo Weaving', 'Samuel L. Jackson']","Steve Rogers, a rejected military soldier, transforms into Captain America after taking a dose of a &quot;Super-Soldier serum&quot;. But being Captain America comes at a price as he attempts to take down a warmonger and a terrorist organiza...","$140,000,000 (estimated)","$176,654,505","$65,058,524","$370,569,774","$140,000,000 (estimated)","$370,569,774"
Snowpiercer,2013,16+,126.0,https://m.media-amazon.com/images/M/MV5BMjQ5OTgzZTktODkxYS00NzZiLTk2YjgtZTQyYjg0NDI2NzcxXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,https://www.imdb.com/video/vi1214688537/,"['Action', 'Drama', 'Sci-Fi']",7.1,381088,"['South Korea', 'Czech Republic']",['Bong Joon Ho'],"['Jacques Lob', 'Benjamin Legrand', 'Jean-Marc Rochette']","['Chris Evans', 'Jamie Bell', 'Tilda Swinton']","In a future where a failed climate change experiment has killed all life except for the survivors who boarded the Snowpiercer (a train that travels around the globe), a new class system emerges.","$39,200,000 (estimated)","$4,563,650","$171,187","$86,758,912","$39,200,000 (estimated)","$86,758,912"
Up,2009,0+,96.0,https://m.media-amazon.com/images/M/MV5BYjBkM2RjMzItM2M3Ni00N2NjLWE3NzMtMGY4MzE4MDAzMTRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,https://www.imdb.com/video/vi2557280793/,"['Animation', 'Adventure', 'Comedy']",8.3,1099474,"['United States', 'Japan']","['Pete Docter', 'Bob Peterson']","['Pete Docter', 'Bob Peterson', 'Tom McCarthy']","['Edward Asner', 'Jordan Nagai', 'John Ratzenberger']","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.","$175,000,000 (estimated)","$293,004,164","$68,108,790","$735,099,102","$175,000,000 (estimated)","$735,099,102"
Black Swan,2011,R-18,108.0,https://m.media-amazon.com/images/M/MV5BNzY2NzI4OTE5MF5BMl5BanBnXkFtZTcwMjMyNDY4Mw@@._V1_.jpg,https://www.imdb.com/video/vi3985807385/,"['Drama', 'Thriller']",8.0,806090,['United States'],['Darren Aronofsky'],"['Mark Heyman', 'Andres Heinz', 'John J. McLaughlin']","['Natalie Portman', 'Mila Kunis', 'Vincent Cassel']","Nina is a talented but unstable ballerina on the verge of stardom. Pushed to the breaking point by her artistic director and a seductive rival, Nina&apos;s grip on reality slips, plunging her into a waking nightmare.","$13,000,000 (estimated)","$106,954,678","$1,443,809","$329,398,046","$13,000,000 (estimated)","$329,398,046"
Nymphomaniac: Vol. I,2014,18+,117.0,https://m.media-amazon.com/images/M/MV5BMjA3Njc5MjI5Ml5BMl5BanBnXkFtZTgwNTY3Mjg3MDE@._V1_.jpg,https://www.imdb.com/video/vi2259073561/,['Drama'],6.9,129555,"['Denmark', 'Germany', 'Belgium', 'United Kingdom', 'France', 'Sweden', 'United States']",['Lars von Trier'],['Lars von Trier'],"['Charlotte Gainsbourg', 'Stellan Skarsgård', 'Stacy Martin']",A self-diagnosed nymphomaniac recounts her erotic experiences to the man who saved her after a beating.,"$4,700,000 (estimated)","$785,896","$158,369","$13,551,156","$4,700,000 (estimated)","$13,551,156"
Diary of a Wimpy Kid,2010,PG,94.0,https://m.media-amazon.com/images/M/MV5BMTg3NzQ2NDgyNF5BMl5BanBnXkFtZTcwMDc1NzIyMw@@._V1_.jpg,https://www.imdb.com/video/vi2496267289/,"['Comedy', 'Drama', 'Family']",6.2,56476,"['United States', 'United Kingdom']",['Thor Freudenthal'],"['Jackie Filgo', 'Jeff Filgo', 'Gabe Sachs']","['Zachary Gordon', 'Robert Capron', 'Rachael Harris']","Greg Heffley is a 12 year old who is fresh out of elementary and transitions to middle school, where he has to learn the consequences and responsibility to survive the year.","$15,000,000 (estimated)","$64,003,625","$22,126,166","$76,196,538","$15,000,000 (estimated)","$76,196,538"
The Help,2011,U,146.0,https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_.jpg,https://www.imdb.com/video/vi809278745/,['Drama'],8.1,482978,"['United States', 'India']",['Tate Taylor'],"['Tate Taylor', 'Kathryn Stockett']","['Viola Davis', 'Emma Stone', 'Octavia Spencer']","An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids&apos; point of view on the white families for which they work, and the hardships they go through on a daily b...","$25,000,000 (estimated)","$169,708,112","$26,044,590","$216,639,112","$25,000,000 (estimated)","$216,639,112"
Divergent,2014,R-12,139.0,https://m.media-amazon.com/images/M/MV5BMTYxMzYwODE4OV5BMl5BanBnXkFtZTgwNDE5MzE2MDE@._V1_.jpg,https://www.imdb.com/video/vi2683742745/,"['Action', 'Adventure', 'Mystery']",6.6,480246,['United States'],['Neil Burger'],"['Evan Daugherty', 'Vanessa Taylor', 'Veronica Roth']","['Shailene Woodley', 'Theo James', 'Kate Winslet']","In a world divided by factions based on virtues, Tris learns she&apos;s Divergent and won&apos;t fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it&apos;s...","$85,000,000 (estimated)","$150,947,895","$54,607,747","$288,885,818","$85,000,000 (estimated)","$288,885,818"
Jagten,2013,12+,115.0,https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_.jpg,https://www.imdb.com/video/vi2244519449/,['Drama'],8.3,353787,"['Denmark', 'Sweden']",['Thomas Vinterberg'],"['Thomas Vinterberg', 'Tobias Lindholm']","['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp']","A teacher lives a lonely life, all the while struggling over his son&apos;s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent li...","DKK 20,000,000 (estimated)","$613,308","$43,045","$15,886,373","DKK 20,000,000 (estimated)","$15,886,373"
Coraline,2009,PG,100.0,https://m.media-amazon.com/images/M/MV5BMzQxNjM5NzkxNV5BMl5BanBnXkFtZTcwMzg5NDMwMg@@._V1_.jpg,https://www.imdb.com/video/vi513934105/,"['Animation', 'Drama', 'Family']",7.7,256698,"['United States', 'Japan']",['Henry Selick'],"['Henry Selick', 'Neil Gaiman']","['Dakota Fanning', 'Teri Hatcher', 'John Hodgman']","An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.","$60,000,000 (estimated)","$82,435,595","$16,849,640","$131,777,210","$60,000,000 (estimated)","$131,777,210"
Harry Potter and the Deathly Hallows - Part 1,2010,PG-12,146.0,https://m.media-amazon.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_.jpg,https://www.imdb.com/video/vi1023514905/,"['Adventure', 'Family', 'Fantasy']",7.7,583395,"['United Kingdom', 'United States']",['David Yates'],"['Steve Kloves', 'J.K. Rowling']","['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint']","As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.","$125,000,000 (estimated)","$296,374,621","$125,017,372","$972,584,232","$125,000,000 (estimated)","$972,584,232"
The Hobbit: An Unexpected Journey,2012,P,169.0,https://m.media-amazon.com/images/M/MV5BZWY3N2JkYjgtYjNlMy00NDU4LWI3NGItZjcwNmE0ZTFiNDE3XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,https://www.imdb.com/video/vi650683417/,"['Adventure', 'Fantasy']",7.8,857750,"['New Zealand', 'United States']",['Peter Jackson'],"['Fran Walsh', 'Philippa Boyens', 'Peter Jackson']","['Martin Freeman', 'Ian McKellen', 'Richard Armitage']","A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.","$180,000,000 (estimated)","$303,030,651","$84,617,303","$1,017,030,651","$180,000,000 (estimated)","$1,017,030,651"
Four Christmases,2008,PG-13,88.0,https://m.media-amazon.com/images/M/MV5BMTQ2MjA0NDAwNF5BMl5BanBnXkFtZTcwOTU4MTM5MQ@@._V1_.jpg,https://www.imdb.com/video/vi1159200793/,"['Comedy', 'Drama', 'Romance']",5.7,77111,"['Germany', 'United States']",['Seth Gordon'],"['Matt Allen', 'Caleb Wilson', 'Jon Lucas']","['Reese Witherspoon', 'Vince Vaughn', 'Mary Steenburgen']",A couple struggles to visit all four of their divorced parents on Christmas.,"$80,000,000 (estimated)","$120,146,040","$31,069,826","$164,112,721","$80,000,000 (estimated)","$164,112,721"
Fantastic Mr. Fox,2010,0+,87.0,https://m.media-amazon.com/images/M/MV5BOGUwYTU4NGEtNDM4MS00NDRjLTkwNmQtOTkwMWMyMjhmMjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,https://www.imdb.com/video/vi3713925657/,"['Animation', 'Adventure', 'Comedy']",7.9,261081,"['United Kingdom', 'United States']",['Wes Anderson'],"['Roald Dahl', 'Wes Anderson', 'Noah Baumbach']","['George Clooney', 'Meryl Streep', 'Bill Murray']",An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers&apos; retaliation.,"$40,000,000 (estimated)","$21,002,919","$265,900","$58,087,259","$40,000,000 (estimated)","$58,087,259"
World War Z,2013,R-12,116.0,https://m.media-amazon.com/images/M/MV5BNDQ4YzFmNzktMmM5ZC00MDZjLTk1OTktNDE2ODE4YjM2MjJjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,https://www.imdb.com/video/vi3616319001/,"['Action', 'Adventure', 'Horror']",7.0,704167,"['United States', 'United Kingdom', 'Malta']",['Marc Forster'],"['Matthew Michael Carnahan', 'Drew Goddard', 'Damon Lindelof']","['Brad Pitt', 'Mireille Enos', 'Daniella Kertesz']",Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself.,"$190,000,000 (estimated)","$202,807,711","$66,411,834","$540,455,876","$190,000,000 (estimated)","$540,455,876"
Harry Potter and the Half-Blood Prince,2009,GP,153.0,https://m.media-amazon.com/images/M/MV5BNzU3NDg4NTAyNV5BMl5BanBnXkFtZTcwOTg2ODg1Mg@@._V1_.jpg,https://www.imdb.com/video/vi1061421849/,"['Action', 'Adventure', 'Family']",7.6,579785,"['United Kingdom', 'United States']",['David Yates'],"['Steve Kloves', 'J.K. Rowling']","['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint']","As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as &quot;the property of the Half-Blood Prince&quot; and begins to learn more about Lord Voldemort&apos;s dark past.","$250,000,000 (estimated)","$302,334,374","$77,835,727","$934,770,304","$250,000,000 (estimated)","$934,770,304"
