Name,Release Year,Certificate,Duration,Poster,Trailer,Genre,Rating,Rating Count,Country,Director,Writer,Stars,Storyline,Cost,Income
,1995,,,"https://m.media-amazon.com/images/M/MV5BZTFhODcwMzktNjRhNy00NDMyLWEwNzItOWI0ZGY0NDQwNGVjXkEyXkFqcGdeQXVyNjc1OTEyMTU@._V1_QL75_UY281_CR3,0,190,281_.jpg",,Short,6.7,87,United Kingdom,Philippa Lowthorpe,Lucy Ellmann,"Lesley Nightingale, Isabella Nightingale, James Larkin",A single mum takes her daughter on holiday to a nudist camp,,
,,,,,,,,,Indonesia,Steady Rimba,S.A. Karim,"Malfin Shayna, Taffana Dewi, Chairil J.M., Eddy Chaniago, Corry Constantina, Steady Rimba, Lidya Larengkeng",,,
,1995,,,"https://m.media-amazon.com/images/M/MV5BMTY1Mjc1NDIxMF5BMl5BanBnXkFtZTcwNjQ4NDAyMQ@@._V1_QL75_UX190_CR0,31,190,281_.jpg",,"Action, Sci-Fi, Thriller",3.4,271,United States,J. Christian Ingvordsen,"J. Christian Ingvordsen, John Weiner","Robert Davi, Matthias Hues, J. Gregory Smith, Josh Mosby, Terry Serpico, Susan Rollman, Susan Misner, J. Christian Ingvordsen, John Weiner, Eli Kabillio, Robert Jimenez, Michael Rodrick, Rick Washburn, Amy Lynn Baxter, Debbie Rochon, Gordon Chou, Craig Teper, Anthony Cecere",A high-tech entrepreneur allows wealthy sportsmen to hunt inmates in a virtual-reality prison.,,
,1995,,,"https://m.media-amazon.com/images/M/MV5BYzJmNGI1ZjMtZTQ4MS00ZWQzLWJkZDUtMGJlMmUzNTZkYTcwXkEyXkFqcGdeQXVyMjIzMTQ5NjE@._V1_QL75_UY281_CR3,0,190,281_.jpg",,"Drama, Crime, Action",6.2,34,Greece,,,,A new police force unit is trying to clean the city roads.,,
,1995,,,"https://m.media-amazon.com/images/M/MV5BYjY1MDY0OTgtMGExNC00NTk2LWI3MGItNzcyNDJjYzBlNmMxXkEyXkFqcGdeQXVyMTYyNjE1NDc4._V1_QL75_UX190_CR0,2,190,281_.jpg",,Drama,4.2,180,United States,Henri Charr,"Henri Charr, Jess Mancilla, Taesung Yim","Carrie Genzel, Tane McClure, Nick Wilder, ""Dink ONeal"", Brent Keast, Taylor Leigh, Lenny Rose, Doug Traer, Stephanie Ann Smith, Bo Hairston, Chloe Cross, Deborah Holness, Trisha Berdot, Farrel Young, Stephanie Coffey, Annie Wood, Timothy Meier, Tonny Sorensen","Kate and Sharon kill a man in self defense and are framed by the justice system. They are put in prison and forced into prostitution. With the help of their defense attorney, they devise a plan to bust out of prison and hopefully expose the group of corrupt politicians, judges, l... Read all",,
,,,,"https://m.media-amazon.com/images/M/MV5BZjM2ZDg5NWQtZjNlOC00ZWViLWE0OGEtNTk0MmViZjRjYjU2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX190_CR0,14,190,281_.jpg",https://imdb-video.media-imdb.com/vi3565992985/1434659607842-pgv4ql-1556198061817.mp4?Expires=1702306889&Signature=ER5-jIOnIzVvZcu0VM37qNgfl5dcd2mA9RYoQND3oiP4fMCcV5iSmWE9KKRP8qXkILdzzhuesz4MiEUVTIN7UdfuSmEt91roNRlGIn8xGeDVPw1TUmTMENpT2A-yYnaunOtj~IySyS-d63dRPd-ulVOHisQILjlAVNov2ofUe1hEKi5OH1gKuDs8y1sQjb98ABY1gFvTJLBTr6eiOtPkdeeNpr-KHPWHtWZx9i8nuXcYzmA3aP4sSeU1S8wr17ODfkuXpeoeZqB5pSOTxQiY2Fb--VegDIVqHlV9gXXXDg8BK2A~yGXzV2Fz~LKN4c5uO-yY89ADhq-1WOCPN-gukg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Animation, Adventure, Family",7.5,91,United States,,,,"This show was about the adventures of a talking tooth named Timmy and all his friends of Flossmore Valley as they go on adventures using their imaginations, which would usually have Timmy thwarting bad guys like the Cavity Goon and Ms. Sweetie or the Gingivitis Gang.",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BNWMzNTQ1MGMtNzg0Yi00ZmI3LTk4OTctNWU1NDQ1Yzc2NDk2XkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_QL75_UY281_CR22,0,190,281_.jpg",,Comedy,7.5,13,United States,,,,"Following the death of her singing-partner husband, Las Vegas headliner Betsy Baxter (Dolly Parton) returns to her hometown, goes to work in a restaurant, and receives occasional visits from her guardian angel.",,
,,,,"https://m.media-amazon.com/images/M/MV5BY2I2YWIzYTAtZTUxMi00N2I3LWE5MmMtNGM5ZWZmOGE3NDI3XkEyXkFqcGdeQXVyNzcxMTQ5NjU@._V1_QL75_UY281_CR45,0,190,281_.jpg",,"Documentary, Crime",7.7,48,Netherlands,,,,Crime reporter Peter R. de Vries solves high-profile crimes.,,
,,,,"https://m.media-amazon.com/images/M/MV5BZGRjODVhNjAtODFmNS00MzgzLWFiNDktMTJhMzc4ZjM2N2JjXkEyXkFqcGdeQXVyMTM1MjU0Mjc0._V1_QL75_UY281_CR95,0,190,281_.jpg",,Short,9.0,19,United States,,,,,,
,,,,"https://m.media-amazon.com/images/M/MV5BMjM0ODNhZjEtYWIxOC00MGQ1LTg3YjEtMTE0YTc4MzExOGFhXkEyXkFqcGdeQXVyNjc1OTEyMTU@._V1_QL75_UY281_CR56,0,190,281_.jpg",,"Drama, Family",5.9,46,Hungary,Barna Kabay,"Imre Gyöngyössy, Katalin Petényi","Levente Tamási, Géza Kaszás, Denisa Dér, Ferenc Zenthe, Hédi Temessy, Zoltán Gulyás Kiss, János Koltai, Balázs Mészáros, Ádám Rajhona","The story starts in Romania in the last years of the Ceaucescu regime. The main character of the film is Petru, a ten-year-old Romanian boy. His world is one of action and dreams but, at the same time, presents an authentic vista of contemporary Eastern Europe. All the events are... Read all",,
,1995,,,,,,,,United Kingdom,,,,,,
,,,,"https://m.media-amazon.com/images/M/MV5BNWM0NzA2ZDktNGQyZS00MGZjLWFjNzgtNjNkMTgwYWM5YzE3XkEyXkFqcGdeQXVyODkwNDY3Ng@@._V1_QL75_UX190_CR0,30,190,281_.jpg",,"Horror, Mystery",4.7,264,United States,Tim Ritter,Tim Ritter,"Kathy Willets, Joel D. Wynkoop, Patricia Paul, Tom Karr, Dika Newlin, Asbestos Felt, Michelle Ashton, ""Dan Rattlehead Cleveland"", Lenny Blythe Jr., Pawn Boy, Ken Waters, Amanda Hanchar, Maurice Mayberry Jr., Carl D. Auel, Lee Pinder, John Peel, Lucirene Aldous, Cameo","Angus, a psycho, escapes from prison and hooks up with his stripper sister, Kascha. Some death ensues eventually leading him to cross paths with a police captain, David who has a daughter, Jackie who is also a police officer and whose wife was murdered when Jackie was a child.",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BMTI3MDY1NjAzMV5BMl5BanBnXkFtZTYwNTkyODg4._V1_QL75_UX190_CR0,28,190,281_.jpg",,"Action, Fantasy, Horror",3.2,150,United States,Gary Whitson,"Gary Whitson, Bill Baylis","Pamela Sutch, Tina Krause, Laura Giglio, Kathy Steel, Sydney Nice, Aven Warren, Ben Morgan, Deana Demko, Cristie Clark, G.W. Lawrence, Dawn Murphy, Lonna Cottrell, Dave Castiglione, Timothy Hurley, Terry Garvey, Candie L. Polinsky, ""Jody ODonnell"", Kimberlee Preish","A brilliant and beautiful female doctor has perfected brain transplant operations and uses that knowledge to give the old men in power new bodies. But unknown to them, she implants an electronic device into their brains which will allow her to control them and to put women in cha... Read all",,
,,,,"https://m.media-amazon.com/images/M/MV5BZjJlY2FiMjgtMjc5Yi00YjU4LWFkZWQtMzQxOGNmMGI1NjZmXkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_QL75_UY281_CR11,0,190,281_.jpg",,Drama,4.6,132,United States,Arthur Egeli,"D. Alvelo, Michael Paul Girard","Elizabeth Wagner, Steve Kesmodel, Lynn Wolf, James Joseph, Holiday Hadley, Amir AboulEla, Danielle Baker, Edwin Ray Sims, Suzi Smythe, Milan Rokac, Ed Parmelee, A. Anthony Ludena, Renee Hambley, Ray Uhler, Dieter Breder, Zachary Hahn, Devin Deray, ""Michelle Charlie Galante""","Wide-eyed and innocent as Kansas corn, she came to Hollywood to be a star. She was pretty but didn't have the right moves until her more worldly roommate helped her find work as a lap dancer in a ramshackle ""gentleman's"" club. After a few weeks of the daily bump and grind, and so... Read all",,
,1997,,,"https://m.media-amazon.com/images/M/MV5BMTQ1MTI3MTQ2OF5BMl5BanBnXkFtZTcwNDgwNzUyMQ@@._V1_QL75_UX190_CR0,33,190,281_.jpg",,"Action, Drama, Romance",6.4,710,Canada,Larry Ferguson,Larry Ferguson,"Lance Henriksen, Kay Lenz, David McIlwraith, Nikki Deloach, Ivan Sergei, James Victor, Brent Stait, Yareli Arizmendi, Matthew Walker, Walter Marsh, Kevin McNulty, Alex Diakun, Ken Camroux-Taylor, ""Barney OSullivan"", John Payne, ""Dave Squatch Ward"", Thell Reed, Byron Chief-Moon","A notorious gunfighter returns to his ex-wife, who only wants him to save her sheriff husband from being killed by gunmen out to free his condemned prisoner.",,
,,,,"https://m.media-amazon.com/images/M/MV5BMTU0OTk3MTk0M15BMl5BanBnXkFtZTcwMjA0MzEzMQ@@._V1_QL75_UY281_CR6,0,190,281_.jpg",,Documentary,6.4,1500,United States,Vicangelo Bulluck,"Scott Allen, Andrew Blake","Pamela Anderson, Barry Anderson, Carol Anderson, Marilyn Grabowski, Stephen Wayda, Ray Manzella, Richard Fegley, Fawna MacLaren, Bogna, Alexandra Paul, David Charvet, Yasmine Bleeth, Dan Aykroyd, Tim Allen, Richard Karn, Jay Leno, Kathie Lee Gifford, Regis Philbin",Biographical video about Pamela Anderson before and after she became a major hollywood player.,,
,,,,"https://m.media-amazon.com/images/M/MV5BYzc3ODQ2ZGUtMjZhMC00ZThkLTkwMjYtMzNhNWI2MDU5YzU0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY281_CR11,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi989183769/1434659607842-pgv4ql-1571042849068.mp4?Expires=1702306942&Signature=lElKtVTvQtJFuYUPdtgVU6uIc3EzlzSFbFtH-zZdMSLE~tL3lkdhcAnI5Clonyod2xF-7V9bO5d5IOG5YB0YZR6SzRRXx457x5mjReVxnQGjMMrys9kO5koHEIrxSOF9j66l6A8FPvJwFo9uWMA9pXrwVOkrgQZxDTmsu~b0l~0OyxJl3Wu7xZktbeKWIX2RABDjzqQH6TzAcdvFd65L3CUtYJIkhZJS30iPDao~aexmd3IFLxULwWYJ77bGyqXH~9vo1S9GOiObJ0EwJ43MTCUdua7YosGndp2~UC9GApN76pWGmzHsFbHm2MRG1ua8W3MGdun~LW9KF8jLTUTFNQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Comedy, Drama",5.1,966,India,Indra Kumar,"Rajeev Kaul, Tanveer Khan, Naushir Khatau","Sanjay Kapoor, Madhuri Dixit, Mukesh Khanna, Dalip Tahil, Rita Bhaduri, Mushtaq Khan, Adi Irani, Paresh Rawal, Satyendra Kapoor, Himani Shivpuri, Dinesh Hingoo, Tiku Talsania, Amita Nangia, Sudhir, Veeru Krishnan, Master Sunny, Namdev Lahute, Rauf Sholapurkar","Raja and Madhu fall in love and decide to get married. However, her brothers are against the alliance and devise a plan to drive the two apart.",,
,1999,,,"https://m.media-amazon.com/images/M/MV5BYTRiOGFjNTktM2Y4NC00YjQ3LTlhNmEtMTU2ZTkyZGNlNWNhXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR11,0,190,281_.jpg",,"Crime, Drama",5.6,128,United Kingdom,Malcolm McKay,"Émile Zola, Malcolm McKay","David Suchet, Saskia Reeves, Adrian Dunbar, Alec McCowen, Jonathan Moore, Richard Ridings, Melanie Hill, Vivienne Burgess, Gerard Horan, Minnie Driver, Bryan Pringle, Sheila Reid, Patrick Godfrey, Steven Crossley, Paul McKay, David Belcher, Gerry Hinks, Danny Davies","A sordid story of sexual passion, sexual crimes, and murder, set among the staff of an English railway line in 1940-41.",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BZjM4ODc1YzAtYjEzNC00MzZjLWE0MGItOWY0ZjkwYzU2OTUzXkEyXkFqcGdeQXVyMTgzNDQzOA@@._V1_QL75_UY281_CR6,0,190,281_.jpg",,Drama,5.4,76,United States,Neil Hagar,"Dominick Dunne, James Duff","Barry Bostwick, Noelle Beck, Stephen Caffrey, Reed Diamond, Lisa Eilbacher, Fionnula Flanagan, Brian Krause, James Marsden, Tracey Needham, Michelle Phillips, Maurice Roëves, John Rubinstein, Denise Richards, Anthony Crivello, Terence Knox, Eleanor Comegys, Judy Jean Berns, Gina Ravera","A biographer's latest project is a prominent family, so he heads to their home to do research. While he is there, one of their neighbors is killed and the son of the doorman is arrested, but he thinks that he is innocent, so he investigates and learns that someone in the family m... Read all",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BMjViMWYxMzMtM2Q4ZC00NTJkLWJlMzctZmE5Y2UxYWU3MTllXkEyXkFqcGdeQXVyMTIzMzU0Mjgx._V1_QL75_UY281_CR6,0,190,281_.jpg",,Documentary,7.4,37,United States,Scott Allen,"Christian Garton, Marsha Hunt, Marcy Ronen","Cindy Brown, Julie Cialini, Melissa Holliday, Shae Marks, Barbara Moore, Donna Perry, Lisa Marie Scott, Carrie Westcott, Patricia Ford, Annabelle Ross, Sara Johnson, Travis Dultz",Grab your travel bag and head for excitement as the world's most beautiful women take you on the vacation of a lifetime.,,
,1995,,,"https://m.media-amazon.com/images/M/MV5BNjkyOTczZGEtYmJhZC00ODIxLTg2NTQtNzUxNmNhZDgxN2Q1XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR5,0,190,281_.jpg",,"Animation, Action, Drama",6.5,388,North Korea,,,,"The Lion King is shot by poachers, as part of Shere Khan the Bengal tiger's plot to overthrow the king from his throne. Young Simba, son of the Lion King, suspects something strange and subconsciously senses that the Tiger will one day be his greatest enemy. Simba and his two sis... Read all",,
,1997,,,"https://m.media-amazon.com/images/M/MV5BZTkyMzY0YmQtYzliYi00NmQyLTkxYmMtMTU3N2VhYjdhZjA1XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UY281_CR4,0,190,281_.jpg",,"Comedy, Drama, Romance",5.0,203,United States,Tyler Bensinger,Tyler Bensinger,"Marshall Bell, Jonah Bliss, Cayla Clark, Tina Cote, Michelle Forbes, Kurt Fuller, Marg Helgenberger, James Le Gros, Ilana Levine, Mary Mara, Rodney Rowland, Todd Tesen, Iqbal Theba, Ally Walker, Steven Weber",A 33 year old architect deals with his sexually repressive wife by becoming a peeping tom.,,
,1995,,,"https://m.media-amazon.com/images/M/MV5BMTY0MjE2NDY3NF5BMl5BanBnXkFtZTcwMTA3ODUxMQ@@._V1_QL75_UX190_CR0,4,190,281_.jpg",,Documentary,6.9,230,United Kingdom,Mark Petersen,,"Andrew Stanway, Dale Davis, Del, Alison Brown, Ken, Lee, Celia, Joe, Micha, John Crowley","An hour long documentary, defining the history of adult sexual relationships.",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BMmJhN2JkMzItYWRmYy00Njg4LWE0ODItZjgyNWQ3Njg1ZDY2XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UX190_CR0,29,190,281_.jpg",https://imdb-video.media-imdb.com/vi1195623193/1434659607842-pgv4ql-1647467055607.mp4?Expires=1702306980&Signature=AzbLDNLpeRF5A-4reie2GaRpty3GQK6A2B8vFs8ME-qOoiExuSpOqbccImXAfO60is3Z~40wIkwVaKWmEerolrWqr1C4tquuSrcFoNw3e0e424xrgZqMZVVXHZqhyoaVJL1gJuivEta23qRJG3Mhy77KfsSBmFyjvsf3mnGShSnTvEC83Ucf6vLD7KKyyNEgF9pXfCUgYiEVqM~kV1WJdKTgd4e2xohd7Q5pLUQwAxWoMT1Fp~5A6PKXWSXYstZkIEgka-y-mX-qcMtEFw6sk2VTtx1tCFKG5uvVbToa08J~wvB9hNAjhPuu92zXFkwYMXxRepH7xzvAUzxCw3FgAg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Fantasy",5.9,224,United States,Scott Murphy,"""Mary OKicki""","Gary Burghoff, Luke Baird, Alyssa Hansen, Hollis McCarthy, Gena Gale Burghoff, Sam Hennings, Jeff Olson, Michael Scott, Mark McCarthy, Kevin Halladay, Mary Parker Williams, Star Herrmann, Carolyn Hurlburt, Joey Miyashima, Charles Metten","After Tommy's fathers recent death in an airplane crash , he and his sister are sent to live in the small town of Erinville. Tommy and his cousin Alex spend the summer trying to prove the town story teller is a leprechaun.",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BZGU1OGI0NzUtYTg5ZC00Njg4LWE5NTQtOGVhMWRhMmY1NjM2XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_QL75_UX190_CR0,26,190,281_.jpg",,Action,3.8,190,United States,Lev L. Spiro,Lev L. Spiro,"Maria Ford, Emile B. Levisetti, Kevin Contreras, Kevin Walker, Nikki Fritz, Kevin Alber, Bob McFarland, John Huey, Kevin Williamson, Gary Holland, Doug Vogel, David Blanchard, Mark Freeman, James Powell, Rich Hull, Everett Byrom III, Devin DeVasquez, James R. Powell",Two kidnapped strippers must perform erotic routines for their captors after their plane crashes near a mountain hideaway.,,
,,,,"https://m.media-amazon.com/images/M/MV5BOTEyYWQxZTctMjkwNS00NjkyLWE1ZDEtZTdmZjZmMWRiYjYwXkEyXkFqcGdeQXVyMjcyNzc1NTg@._V1_QL75_UY281_CR5,0,190,281_.jpg",,"Horror, Sci-Fi, Thriller",8.2,290,United States,David Mullich,"Harlan Ellison, David Mullich, David Sears","Harlan Ellison, Tom Myers, Julio Jeinson, Anton Latreque, Philip James, Samuel Fenn, Adiayl Labinah, Vernon Edwards, Natasha Konduros, Vincent C. Murovich III, Edward Sayers, Steve Savage, Melina Van Houk, Valinda Barrett, Frederick Reynolds, Jonathon Ficcadenti, Norman Hicks, Jeffrey Buckner Ford","CD-ROM adventure starring an omnipotent supercomputer calling itself AM (as in ""I think, therefore I am.""). Built by the Americans as the ultimate defense system, AM accidentally became self-aware and eventually goes insane.",,
,,,,"https://m.media-amazon.com/images/M/MV5BOGIwMDJlMDMtNjc0OC00NWUzLWFiNjctODc5YzFkNDdlODM0XkEyXkFqcGdeQXVyMzMzMTQ2MzI@._V1_QL75_UX190_CR0,29,190,281_.jpg",,"Crime, Drama",7.3,34,Philippines,Carlo J. Caparas,Carlo J. Caparas,"Sunshine Cruz, Jinggoy Estrada, Maggie de la Riva, Tommy Abuel, Royette Padilla, Brando Legaspi, Manjo Del Mundo, Anthony Cortez, Rustica Carpio, Philip Gamboa, Jon Ilagan, Irene Riosa, Romeo Peña, Ernie Reyes, Naty Santiago, Mila Montañez, Arnel Carrion, Tony Tacorda",,,
,1996,,,"https://m.media-amazon.com/images/M/MV5BNzc1MTA5Mzg5OF5BMl5BanBnXkFtZTcwMjMxMTAyMQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",,Thriller,2.3,462,United States,Donald Farmer,Donald Farmer,"Brigitte Nielsen, Danny Fendley, Dana Plato, Melissa Moore, Lynn Lowry, Franklin Wilson, Doris Ragsdale, Chris Snyder, Donald Farmer, Heidi Hendrix, Amanda Price, Carie Haley, Angela Woodward","Rick Stone is the world's biggest action star but unfortunately, he is also the prime suspect in his wife's death. He must enlist the help of a conniving tabloid reporter named Dana Fields and the trust of his mistress Stephanie to try and clear his name.",,
,,,,"https://m.media-amazon.com/images/M/MV5BOTExZWE3ZjgtMGYwMC00YjM3LWJhY2YtYTBkNWU2MTIyYTdkXkEyXkFqcGdeQXVyMjgzNDQyMjE@._V1_QL75_UY281_CR5,0,190,281_.jpg",,Comedy,3.8,84,United States,Jason Williams,"Jason Williams, Gregory Poirier","Barbara Moore, Kathy Pasmore, Anastasia Rova, Karli Allen, ""Shauna OBrien"", Avrey Masters, Robert Canada, David Salas Power, Alan Roman, Tony Stengel, Mike Livshin, Lori Alex, Laureen E. Clair, Holly Lennon, Kelli Bennett, Lesa Miller, Barne Wms Subkoski, John Williams",National beauties compete in a TV game show.,,
,,,,"https://m.media-amazon.com/images/M/MV5BZmU3MGY4ZDctZmEyYy00ZmY1LWFmNjQtZTYyMzRjYWM0MjJhXkEyXkFqcGdeQXVyMTgyMzEyNDY@._V1_QL75_UY281_CR16,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi1891286041/1434659607842-pgv4ql-1555627374103.mp4?Expires=1702307021&Signature=bgHOyFjfAZIBTsrCl52gfmhgxYry~Okn78vnTND~2Xwo5LnE23cMsXoXB9m97X0AvfW4Hth2m3nn2BdTS~5-qBUvhMYRlutisFWw2eVhrlCpF8eiLpcXG0dgJTEm940LrYN3~4cF3G9fd7vZbpl9THmjBIR6Cu2P6aEKa~Ei1Farc5cyikUCYjjSJj-jAau2WvsniPf8QR44Lh-3vSTfAGNEGTOz-8hDN3W7GXu8eanIRb59IQGk7JM9LTilNrqf4sMoMPHHzsWjVHPVCZsQNWogZCTAIjDd2MnXJishBqL0S83KD9Jgn1bDFaSOVvmZCZxIHPAI6UJDkTQ4R2sYBA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Adventure, Comedy, Fantasy",8.3,383,United Kingdom,Gregg Barnett,"Gregg Barnett, Paul Kidd, Terry Pratchett","Eric Idle, Tony Robinson, Kate Robbins, Jon Pertwee, Rob Brydon",Game based on Terry Pratchett's famous Discworld series. On a world that is being carried on four elephants standing on a huge turtle dark plots are brewing in the city of Ankh-Morpork.,,
,,,,"https://m.media-amazon.com/images/M/MV5BZDY3OTE0MWUtZWJkNS00ZTNkLTk1ODctOTc4MGZjNDk5Zjk0XkEyXkFqcGdeQXVyMTYyMDQ1OTAz._V1_QL75_UX190_CR0,0,190,281_.jpg",,"Action, Crime",6.0,25,United States,James Ingrassia,Vincent LaRusso,"Jerry Babij, Marlo Baker, Patrick Barry, Mary Bastone, Tony Bazzini, Jack Britton, Joseph Cappello, Abraham Cassis, Armand Cassis, Simon Cassis, Jennifer Cole, Tony Cupelli, Chandler Finley, Peter Gaines, Louisette Geiss, Christine Jackobi, Renee Jaquith, Vincent LaRusso","After being released from prison, Danny returns to his old neighborhood in order to start his life anew. Unfortunately, an act of aggression against his mother soon leads him on a quest to avenge her, a quest that leads him right back into the seedy underbelly of society that he ... Read all",,
,,,,"https://m.media-amazon.com/images/M/MV5BMTI1NDYxODQ4NF5BMl5BanBnXkFtZTcwODMwODgxMQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi3080651033/1434659607842-pgv4ql-1563990797608.mp4?Expires=1702307040&Signature=Ib~0P0w9OWsnPvrvlDUXNQ59UHvwxwOuiitpynt-bxU06bN2vqvmBA3KBHcIua7sjI1jSMJf3RCBfUGxVPxJovVCAxGfgEqV1gX44CMIz4maNax~ajO13K3~~MYNiAqOa2P2EqeodLi-3bApu1YsrVblLCv2awm9SW~b7I7-YmuvxvWqB9MErawEfdypGcZdgk4p0kvMYR38iN2lt5CQ9Z9J2UUElIseuiuoIEa~Xq~pncUtctPafl8FlDAmTjugVgszp5NSa6H0l-yCgUzWots1GF4wc~Yf0jExN51xRHjlgtmFlhOhOHR33IAAQXh~gkXh4~6fdNLdG4gNIsmSow__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,Music,8.3,635,Ireland,John McColgan,,"Michael Flatley, Jean Butler, Anúna, Brendán de Gallaí, Eileen Martin, Areleen Ni Bhaoill, María Pagés, Pat Roddy","Riverdance is rooted in a three-part suite of baroque-influenced traditional music called Timedance composed, recorded and performed for the 1981 Eurovision Song Contest, which was hosted by Ireland.",,
,,,,"https://m.media-amazon.com/images/M/MV5BZGUzYTdkYzAtODlkMy00MDRmLTkwYTMtMWNiY2MyOGU2MTY3XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UY281_CR6,0,190,281_.jpg",,"Adventure, Drama",6.1,86,Mexico,Erwin Neumaier,"Alejandro Lubezki, Eusebio Ruvalcaba","Diego Luna, Jorge Martínez de Hoyos, Ana Grave, Antonio Serrano, Claudette Maillé, Naoto Matsumoto, Yuriria Rodriguez, Guillermo Gil, Isabel Benet, Matías Rada, Nani Rossellini, Emiliano Fernández, Roberto Kwok, Ariane Pellicer, Monserrat Ontiveros, Fernando Torre Lapham, Francisco Athié, José Caballero","Leon, a young 14 year-old, is obsessed with Osbelia, a dream-girl. Leon decides to follow her to Guadalajara, leaving behind his small world at home. On his journey, Leon goes through many adventures and takes the final step from childhood into adolescence.",,
